Pipe ID,Pipe Name,Pipe Ownership,Row Number,Item,2010Q4,2011Q4,2012Q4,2013Q4,2014Q4,2015Q4,2016Q4,2017Q4,2018Q4,2019Q4,2020Q4,2021Q4,2022Q4,2023Q4,2024Q4
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",30,AFUDC Depreciation,84000,55332,55773,64437,70201,78545,106378,110649,112335,118012,127134,142762,150306,178139,234497
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",40,Amortization of Deferred Earnings,206000,151743,171331,247678,266264,277679,301968,302739,337466,374494,410009,426123,457263,482987,536599
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",50,Rate Base,11233000,92526360,93856219,0,0,0,0,0,0,0,0,,,,
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",51,Rate Base - Original Cost,,,,93629012,100240682,101162809,102540323,110621431,114707940,118721001,128123661,135795276,146630638,159907574,170757483
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",53,Rate Base - Accumulated Net Deferred Earnings,,,,6498425,6648719,6798095,7718731,8033739,8865492,10005679,10617560,11051910,12410026,13374618,15053285
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,100127437,106889401,107960904,110259054,118655170,123573432,128726680,138741221,146847186,159040664,173282192,185810768
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",60,Rate of Return % (10.25% - 10.25),10.1,8.56,9.31,0,0,0,0,0,0,0,0,,,,
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,46.97,43.3,46.83,43.87,41.15,43.64,45.14,44.13,42.82,41.27,43.33,38.02
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,53.03,56.7,53.17,56.13,58.85,56.36,54.86,55.87,57.18,58.73,56.67,61.98
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",63,Rate of Return - Cost of Long Term Debt Capital,,,,5.06,4.8,4.89,4.73,4.49,4.91,4.77,4.68,4.47,4.65,5.34,5.47
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",64,Rate of Return - Real Cost of Stockholders’ Equity,,,,13.45,10.29,9.95,13.3,12.22,16.19,10.85,10.7,13.07,11.8,9.83,9.18
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,9.51,7.91,7.58,9.54,9.04,11.27,8.11,8.04,9.38,8.84,7.88,7.77
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",70,Return on Trended Original Cost Rate Base,1134533,7920256.42,8738013.99,0,0,0,0,0,0,0,0,,,,
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,2379710.77,2221589.31,2472290.67,2287931.6,2192314.45,2647837.59,2771714.55,2865400.24,2810432,3051882,4009090,3864137
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,7141624.49,6236387.28,5711579.86,8231158.13,8533050.95,11275685.18,7662211.05,8294075.06,10975398,11022237,9653609,10576806
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",73,Total Return on Rate Base - (line 7a + line 7b),,,,9521335.26,8457976.59,8183870.53,10519089.73,10725365.4,13923522.76,10433925.6,11159475.3,13785830,14074119,13662699,14440943
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",80,Income Tax Allowance,1047000,2993523,3384080,4156401,3454030,3125451,4464320,0,0,515914,3082575,4010170,5077238,4120556,3927790
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",81,Composite Tax Rate % (37.50% - 37.50),,,,35.98,35.25,34.13,34.17,0,0,27.36,25.95,25.84,26.75,26.88,25.85
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",90,Total Cost of Service,13922533,29899347.42,38006268.99,39379897.26,37090267.59,36388483.53,43679034.73,54618006.4,62126605.76,66931517.6,71690007.3,111496307,135307351,123128602,116879237
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",100,Total Interstate Operating Revenues,21846489,34338079,42798588,44369103,46967780,46664875,44354344,57791716,74154594,81322923,73850058,98547132,117228607,118504204,116038809
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",110,Total Interstate Throughput in Barrels,20545446,48665762,69351627,75579527,66784684,66556051,58829344,58194674,72538780,72050509,61310391,50537341,51426564,50584896,48338091
246,Buckeye Pipe  Line  Transportation  LLC,"BUCKEYE PARTNERS, L.P. (100.000%)",120,Total Interstate Throughput in Barrel-Miles,2978609484,3256277736,6874550804,6260022812,7045936459,6695707844,6087782396,7103770633,9268389019,10040943275,9199567386,7592877513,7171084770,7717273076,7419159085
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",10,Operating and Maintenance Expenses,1352000,2982000,3731000,6468000,4159000,13227345,2051850,2427670,5831490,3058086,3212506,2321962,2642277,5119368,2861135
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",20,Depreciation Expense,46000,71000,89000,105000,127000,159128,167740,167950,202286,208767,141927,137563,137563,138460,150978
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",30,AFUDC Depreciation,,,,1000,1000,858,1101,1462,2237,2516,1749,1707,1707,1829,2075
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",40,Amortization of Deferred Earnings,43000,43000,43000,43000,43000,41466,41885,42518,43198,43783,39949,37317,37827,37162,32349
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",50,Rate Base,914000,1039000,1329000,0,0,0,0,0,0,0,0,,,,
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",51,Rate Base - Original Cost,,,,1041000,1591000,2310327,2262008,2648145,2908444,2768290,2968295,2803292,2634733,2761734,2843032
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,0,0,0,0
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",53,Rate Base - Accumulated Net Deferred Earnings,,,,746000,722000,668793,670469,671751,672720,685473,678090,678670,695275,727783,750704
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,1787000,2313000,2979120,2932477,3319896,3581164,3453763,3646385,3481962,3330008,3489517,3593736
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",60,Rate of Return % (10.25% - 10.25),11.59,11.38,11.14,0,0,0,0,0,0,0,0,,,,
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,19.87,27.99,32.51,31.82,32.74,35.89,36.55,42.03,38.08,37.15,37.75,41.59
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,80.13,72.01,67.49,68.18,67.26,64.11,63.45,57.97,61.92,62.85,62.25,58.41
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",63,Rate of Return - Cost of Long Term Debt Capital,,,,5.17,4.08,4.02,5,4.9,4.74,4.59,4.36,4.38,4.49,4.67,4.75
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",64,Rate of Return - Real Cost of Stockholders’ Equity,,,,10.57,10.42,11.06,11.82,12.22,16.19,10.85,10.69,13.07,11.8,9.83,9.18
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,9.5,8.65,8.77,9.65,9.82,12.08,8.56,8.03,9.76,9.08,7.88,7.33
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",70,Return on Trended Original Cost Rate Base,105932.6,118238.2,148050.6,0,0,0,0,0,0,0,0,,,,
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,18357.48,26414.27,38934.18,46655.71,53259.76,60922.26,57941.88,66820.3,58075,55546,61517,70995
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,151354.27,173554.61,222373.25,236324.69,272867.96,371703.66,237768.27,225966.22,281793,246963,213529,192697
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",73,Total Return on Rate Base - (line 7a + line 7b),,,,169711.75,199968.89,261307.43,282980.39,326127.73,432625.92,295710.15,292786.52,339869,302509,275047,263692
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",80,Income Tax Allowance,93000,98000,113000,121000,134000,140436,162106,172236,130488,88793,75049,105411,85709,75892,74932
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",81,Composite Tax Rate % (37.50% - 37.50),,,,37.6,37.6,37.6,38.25,37.99,25.82,25.5,24.48,26.06,24.63,24.71,24.95
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",90,Total Cost of Service,1639932.6,3312238.2,4124050.6,6907711.75,4663968.89,13830540.43,2707662.39,3137963.73,6642324.92,3697655.15,3763966.52,2943829,3207592,5647758,3385161
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",100,Total Interstate Operating Revenues,5843981,6048741,6801376,7195331,7733316,7568464,8104557,7869034,8416622,8398964,8442020,9886938,10509130,11348140,11886326
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",110,Total Interstate Throughput in Barrels,9700492,9727876,10147809,10117532,10442016,9795869,10369555,10155065,10608916,10146640,9884726,11509778,11838850,11507440,11196912
248,Muskegon Pipeline LLC,"BUCKEYE PARTNERS, L.P. (40.000%) | MPC (60.000%)",120,Total Interstate Throughput in Barrel-Miles,1645785473,1650431442,1721677275,1716540479,1768199235,1661967096,1759298769,1722908279,1799908765,1721478956,1677042622,1952748908,2008579242,1952352281,1899668008
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),10,Operating and Maintenance Expenses,48144437,55557451,56235096,51485798,144842432,197411787,211112327,228941189,229671794,244732348,209134955,211450976,221597458,240647227,247452179
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),20,Depreciation Expense,6813346,6706406,7426370,7755488,8329897,9982121,11272528,11511122,11890913,12700899,14821650,15346076,15725181,16118106,16509603
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),30,AFUDC Depreciation,32874,43728,63349,78550,124632,147935,209888,217743,226943,263402,357210,394895,415986,439879,643167
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),40,Amortization of Deferred Earnings,1198247,1263972,1328409,1371838,1432386,1409947,1470095,1566266,1683153,1775670,1811526,2111224,2217696,2390768,3520369
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),50,Rate Base,284339700,298165697,306207667,0,0,0,0,0,0,0,0,,,,
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),51,Rate Base - Original Cost,,,,268972629,432084641,444755633,422223588,424212669,388153325,483785928,628682127,638202714,664291964,671103007,566803092
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),53,Rate Base - Accumulated Net Deferred Earnings,,,,56684900,57881074,53256991,55070346,58730880,63296087,66416327,67034392,81854551,85821393,93443325,137272364
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,325657529,489965715,498012624,477293934,482943549,451449412,550202255,695716519,720057265,750113357,764546332,704075456
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),60,Rate of Return % (10.25% - 10.25),7.79,5.58,6.64,0,0,0,0,0,0,0,0,,,,
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,54.77,43.82,45.51,45.88,52.58,50.49,57.49,61.74,60.07,59.48,49.63,36.23
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,45.23,56.18,54.49,54.12,47.42,49.51,42.51,38.26,39.93,40.52,50.37,63.77
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),63,Rate of Return - Cost of Long Term Debt Capital,,,,5.48,5.47,5.43,5.13,5.7,5.79,5.21,5.47,5.47,5.5,5.69,5.64
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,8.37,10.5,14.73,9.96,10.23,10.58,14.17,12.45,10.66,11.96,11.46,11.72
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,6.79,8.3,10.5,7.74,7.85,8.16,9.02,8.14,7.54,8.12,8.6,9.52
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),70,Return on Trended Original Cost Rate Base,22150062.63,16637645.89,20332189.09,0,0,0,0,0,0,0,0,,,,
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,9774272.05,11744252.8,12306853.1,11233800.04,14474107.93,13197541.19,16479817.5,23495585.22,23659850,24539208,21590383,14386881
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,12328583.16,28902587.56,39972370.71,25727823.12,23427910.3,23647633.49,33142351.67,33139551.95,30649511,36351933,44132688,52621501
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),73,Total Return on Rate Base - (line 7a + line 7b),,,,22102855.21,40646840.37,52279223.81,36961623.16,37902018.23,36845174.68,49622169.17,56635137.17,54309362,60891142,65723071,67008382
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),80,Income Tax Allowance,9993363,6293498,9130471,10159383,19445983,25423652,16757352,15409714,6118370,9044246,9097825,8416698,10198838,12644426,16321629
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),81,Composite Tax Rate % (37.50% - 37.50),,,,38.68,39,38,38,38,23.4,23.4,23.4,23.4,23.4,23.4,23.4
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),90,Total Cost of Service,88332329.63,86502700.89,94515884.09,92953912.21,214822170.4,286654665.8,277783813.2,295548052.2,286436347.7,318138734.2,291858303.2,292029230,311046300,337963477,351455329
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),100,Total Interstate Operating Revenues,123436199,129081169,102403882,77933262,80051297,104760878,278409565,245413304,243000811,255533427,199483572,201750952,189894918,189784108,188755181
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),110,Total Interstate Throughput in Barrels,158689693,156065125,158425808,127550085,124065397,132689267,158724107,175588006,188640489,192453998,183846887,210185487,199641148,197766720,199113841
249,"ONEOK NGL Pipeline, L.L.C.",OKE (100.000%),120,Total Interstate Throughput in Barrel-Miles,51114640887,52998919846,53192778438,38655522703,36251649552,42740206013,52707365214,63090641156,72467142206,75457480528,34577188659,35773286370,35480305678,34299466335,33777184286
250,"Keystone Pipeline Co., LLC",TRP (100.000%),10,Operating and Maintenance Expenses,3253151,3516846,3730350,3920693,3989829,4397262,4325707,4463127,4414441,3723815,2818347,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),20,Depreciation Expense,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),30,AFUDC Depreciation,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),40,Amortization of Deferred Earnings,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),50,Rate Base,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),51,Rate Base - Original Cost,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),53,Rate Base - Accumulated Net Deferred Earnings,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),60,Rate of Return % (10.25% - 10.25),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),63,Rate of Return - Cost of Long Term Debt Capital,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),70,Return on Trended Original Cost Rate Base,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),73,Total Return on Rate Base - (line 7a + line 7b),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),80,Income Tax Allowance,,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),81,Composite Tax Rate % (37.50% - 37.50),,,,0,0,0,0,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),90,Total Cost of Service,3253151,3516846,3730350,3920693,3989829,4397262,4325707,4463127,4414441,3723815,2818347,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),100,Total Interstate Operating Revenues,3460656,3581424,4031275,4321904,4297619,4671504,4785867,4803504,4819895,4827590,4238458,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),110,Total Interstate Throughput in Barrels,2997000,2828753,2927033,3047515,2862921,751579910,747779114,0,0,0,0,,,,
250,"Keystone Pipeline Co., LLC",TRP (100.000%),120,Total Interstate Throughput in Barrel-Miles,755244000,712845756,734679626,767973780,719374757,0,0,762831200,744573616,729533687,612105846,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),10,Operating and Maintenance Expenses,2537335,3823282,3363092,3943676,4528684,4213778,6545798,6066548,4787018,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),20,Depreciation Expense,582893,566680,557195,543519,497561,495462,482234,490214,513331,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),30,AFUDC Depreciation,6413,6347,6336,6202,5762,5746,5732,6517,7443,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),40,Amortization of Deferred Earnings,275180,262267,268686,261900,252516,246080,221697,204202,208477,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),50,Rate Base,15537119,14695858,14027235,0,0,0,0,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),51,Rate Base - Original Cost,,,,6855408,6433649,5600176,4861346,6301643,7145959,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),53,Rate Base - Accumulated Net Deferred Earnings,,,,6836126,6715929,6553437,6468444,6544912,6566119,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),54,Total Rate Base -Trended Original Cost - (line 5a + line 5b + line 5c),,,,13691534,13149578,12153613,11329790,12846555,13712078,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),60,Rate of Return % (10.25% - 10.25),7.87,8.07,8.49,0,0,0,0,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),61,Rate of Return - Adjusted Capital Structure Ratio for Long Term Debt,,,,19.35,18.05,16.69,12.87,20.14,28.38,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),62,Rate of Return - Adjusted Capital Structure Ratio for Stockholders’ Equity,,,,80.65,81.95,83.31,87.13,79.86,71.62,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),63,Rate of Return - Cost of Long Term Debt Capital,,,,5.6,5.47,4.64,4.65,4.74,4.51,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),64,Rate of Return - Real Cost of Stockholders’ Equity,,,,9.55,9.65,10.23,10.94,10.94,16.19,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),65,Rate of Return - Weighted Average Cost of Capital - (line 6a x line 6c + line 6b x line 6d),,,,8.79,8.9,9.3,10.13,9.69,12.88,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),70,Return on Trended Original Cost Rate Base,1222771.27,1185955.74,1190912.25,0,0,0,0,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),71,Return on Rate Base - Debt Component - (line 5d x line 6a x line 6c),,,,148361.46,129830.39,94119.52,67803.69,122637.84,175506.1,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),72,Return on Rate Base - Equity Component - (line 5d x line 6b x line 6d),,,,1054532.22,1039891.64,1035805.4,1079958.08,1122362.92,1589953.56,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),73,Total Return on Rate Base - (line 7a + line 7b),,,,1202893.68,1169722.03,1129924.93,1147761.77,1245000.75,1765459.66,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),80,Income Tax Allowance,674263,610043,656867,0,672592,667688,838066,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),81,Composite Tax Rate % (37.50% - 37.50),,,,34.12,34.12,34.12,38.94,0,0,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),90,Total Cost of Service,5298855.27,6454574.74,6043088.25,5958190.68,7126837.03,6758678.93,9241288.77,8012481.75,7281728.66,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),100,Total Interstate Operating Revenues,4262002,4373411,3982150,4396122,5003098,5256831,5068200,5083959,4837532,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),110,Total Interstate Throughput in Barrels,4679305,3769109,3419040,3552589,3524973,3661473,3441401,3542301,3521957,,,,,,
251,"MarkWest Michigan Pipeline Company, L.L.C.",MPLX (100.000%),120,Total Interstate Throughput in Barrel-Miles,135523067,121487888,107596923,112195410,110226177,108455138,103718871,112006398,103181811,,,,,,
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),10,Operating and Maintenance Expenses,18389000,18529000,18489000,20048262,21885826,22470067,23333536,20206954,21828408,23963331,24557313,22974932,21186147,22272826,23034268
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),20,Depreciation Expense,4207000,4410000,4314000,4384562,4398840,4491280,4526301,4741876,4885555,5193947,5077196,5290595,5093664,5287947,5437118
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),30,AFUDC Depreciation,69088,106676,94839,99354,101011,107063,112189,122354,130069,140556,144407,168348,186028,209798,225447
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),40,Amortization of Deferred Earnings,178456,321762,368297,412553,443131,462780,499765,557457,615376,687633,743923,877917,1096114,1257793,1368902
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),50,Rate Base,138040158,142390718,143623274,0,0,0,0,0,0,0,0,,,,
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),51,Rate Base - Original Cost,,,,125585660,123692185,124033167,123497815,133754676,138845070,136962790,139298474,138324383,140622634,145851275,149192530
252,Bengal Pipeline Company LLC,Colonial Pipeline Company (50.000%) | SHLX (50.000%),52,Rate Base - Unamortized Starting Rate Base Write-Up,,,,0,0,0,0,0,0,0,0,,,,
